# One row per dispatched fleet member per run. DERIVED, NOT AUTHORED: every row
# is produced by skills/fleet/scripts/member-outcomes.mjs from the harness's own
# subagent transcripts. Re-running the scraper REPLACES rows in place, and the
# whole file may be regenerated when the role classifier changes.
#
# NEVER hand-edit a row, and never add a column that a human must fill. A
# hand-entered value cannot survive a regeneration, which is exactly why the
# verdicts live in tier-outcomes.tsv instead. See
# docs/specs/2026-08-27-fleet-member-outcomes-instrumentation-design.md.
#
# BLANK MEANS UNKNOWN, never zero and never "no". `effort` is blank for models
# that carry no effort control; `ticket`/`pr` are blank when the member name
# does not identify one (merge-bot's number is a WAVE).
#
# `agent` is an OPAQUE JOIN KEY — the member's transcript stem, relative to the
# session's subagents/ dir, used so a re-scrape REPLACES a row instead of
# duplicating it. It is not for display, not for grouping, and not domain data.
# Group on session, role, member and model. It is unique WITHIN A SESSION, which
# is all the key needs — it is NOT globally unique, because a NAMED member's
# stem is derived from its name and so repeats across sessions. Joining on
# `agent` alone merges unrelated members.
#
# THE POPULATION IS BOTH TRANSCRIPT DEPTHS. A directly-dispatched member writes
# subagents/agent-<id>.jsonl; a Workflow's fan-out writes
# subagents/workflows/wf_<id>/agent-<id>.jsonl. Both are scraped, and the nested
# half is roughly as large as the flat one. It is mostly review specialists, and
# workflows/review-pr.js pins model: "sonnet" on three of its six dimensions —
# so it is where model VARIES. Filtering it out silently re-creates the sampling
# bug this file was corrected for.
#
# SUPERSEDED GENERATIONS ARE A SEPARATE POPULATION. Rows carrying an older
# generation (claude-opus-4-7, claude-opus-4-8) must never be pooled with the
# current one under an "opus" label, and never read as a cheaper tier: pricing
# falls with each generation, so an older Opus is not cheaper than the current
# one and an older Sonnet is dearer. Pooling inverts the cost ordering this
# file exists to measure.
#
# TOKEN COLUMNS ARE PER-TURN, folded on the transcript's message.id. One
# assistant turn is written as several jsonl lines, one per content block, each
# repeating the same usage object — so summing per LINE overcounted
# cache_creation by 176% and `turns` by 141%, unevenly across models. board.mjs
# folds the same way; the two must not drift apart. `tokens_out` is the max
# across a turn's lines, because output_tokens is a streaming snapshot.
#
# There is no `errored` column. Transcript torn-ness is a property of WHEN the
# scraper ran, not of the member — it flips back on the next re-scrape — so it
# is reported on stderr and never stored. A member that stalled or hit a
# terminal API failure leaves a syntactically complete file and is
# indistinguishable here. Whether the work was any good is a verdict, and
# verdicts live in tier-outcomes.tsv, joined on `pr`.
#
# A within-run PAIR — the only unconfounded comparison — is a session+role that
# ran more than one model. Nothing is labelled; the pairing is a query:
#   awk -F'\t' '!/^#/ {k=$1 FS $3; if (!(k FS $5 in s)) {s[k FS $5]; n[k]++}} \
#     END{for (k in n) if (n[k] > 1) print k}' docs/metrics/member-outcomes.tsv
#
# Rows by model:
#   awk -F'\t' '!/^#/ {n[$5]++} END{for (k in n) print n[k], k}' docs/metrics/member-outcomes.tsv
#
# session	run_date	role	member	model	effort	ticket	pr	tokens_cache_create	tokens_out	wall_s	turns	agent
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	merge-bot	merge-bot-9	claude-opus-5	xhigh			315288	8183	2174	24	agent-amerge-bot-9-0238164fa6a7b8b1
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				28466	842	55	10	workflows/wf_26386bf5-d3e/agent-a0d056b95616bb78c
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			63028	3023	369	19	workflows/wf_26386bf5-d3e/agent-aadb7f56a94e04612
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			83675	634	315	31	workflows/wf_26386bf5-d3e/agent-ab5e845d853804e16
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			73972	2442	371	38	workflows/wf_26386bf5-d3e/agent-ac51943bec27d7098
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			77238	170	362	27	workflows/wf_3019e530-985/agent-a141b2fb5f17d2e55
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			96946	3083	607	28	workflows/wf_3019e530-985/agent-a41e4fc6e32d5a8a7
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			100371	3490	535	42	workflows/wf_3019e530-985/agent-a9bf469ef885ab80b
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				27514	9	41	5	workflows/wf_3019e530-985/agent-ad3cce46e699c96ec
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			68147	4846	572	25	workflows/wf_3702fddf-b7a/agent-a1ea30882368ec1d8
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			19471	700	126	8	workflows/wf_3702fddf-b7a/agent-a28543863be2ab418
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			85308	2301	563	36	workflows/wf_3702fddf-b7a/agent-a484eb15a8324f866
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			35544	886	58	6	workflows/wf_3702fddf-b7a/agent-a59a303e13681c17d
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			20427	793	106	11	workflows/wf_3702fddf-b7a/agent-a98bb4aeeaccc6c0e
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			125296	1355	849	64	workflows/wf_3702fddf-b7a/agent-aab0687065a333cda
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				27173	1293	38	6	workflows/wf_3702fddf-b7a/agent-abbbcdaf94eca0d8c
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			19419	16	45	4	workflows/wf_3702fddf-b7a/agent-ada15d504c0eb9e80
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			39209	1088	40	5	workflows/wf_3d778161-ebe/agent-a26e7053a2dcb5c7f
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			103510	1133	582	36	workflows/wf_3d778161-ebe/agent-a6e17f16fa1fa4d09
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				28439	832	57	13	workflows/wf_3d778161-ebe/agent-a7f7990fc23ae8dcc
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			23409	3109	65	6	workflows/wf_3d778161-ebe/agent-ab6e82cee6cad06dc
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			92852	4933	512	22	workflows/wf_3d778161-ebe/agent-ad0e52eab9899f434
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			129382	3568	760	57	workflows/wf_3d778161-ebe/agent-adb0ec3a1287cec4e
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-simplifier	claude-opus-5	xhigh			85070	4713	612	22	workflows/wf_5872d844-cbb/agent-a07dd148b2e4f187c
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			83054	308	547	16	workflows/wf_5872d844-cbb/agent-a5b105349d7ebde53
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			83837	288	504	41	workflows/wf_5872d844-cbb/agent-a70e56e1c0e245b12
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:silent-failure-hunter	claude-opus-5	xhigh			73205	4210	660	21	workflows/wf_5872d844-cbb/agent-a808bed1106f3791b
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:type-design-analyzer	claude-sonnet-5	xhigh			97019	2424	527	45	workflows/wf_5872d844-cbb/agent-a872d24e46a16dd09
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				27723	992	47	12	workflows/wf_5872d844-cbb/agent-a93679ab66eec6f39
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			120171	3659	646	47	workflows/wf_5872d844-cbb/agent-afb0657d585bcba3d
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				27228	148	46	11	workflows/wf_69cde8dd-a66/agent-a2846de067e210d9d
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			77603	5099	597	25	workflows/wf_69cde8dd-a66/agent-a29181c0dd877a172
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			24367	77	68	8	workflows/wf_69cde8dd-a66/agent-a2fad2c411e7b7b35
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			112671	6868	686	50	workflows/wf_69cde8dd-a66/agent-a51737a4727138055
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			24921	14	91	6	workflows/wf_69cde8dd-a66/agent-a524f908bfd3d3ac4
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			21935	164	46	4	workflows/wf_69cde8dd-a66/agent-a67a614865be789bb
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			17296	186	29	3	workflows/wf_69cde8dd-a66/agent-a78d0f7ae8e03ace9
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			18059	907	54	5	workflows/wf_69cde8dd-a66/agent-a8b7a03e8f4b61ced
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			19928	996	47	4	workflows/wf_69cde8dd-a66/agent-a93f54787d774797a
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			20807	9	37	3	workflows/wf_69cde8dd-a66/agent-aa93663dd36a812db
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			22939	41	35	5	workflows/wf_69cde8dd-a66/agent-ac5a918daa3274b73
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			27148	250	100	8	workflows/wf_69cde8dd-a66/agent-af88f6c686f081620
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			21198	927	51	3	workflows/wf_69cde8dd-a66/agent-afe86f4a97dd03e7b
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			41651	34	71	6	workflows/wf_935743ad-7ff/agent-a03210718c9be81ea
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-simplifier	claude-opus-5	xhigh			84123	5744	770	28	workflows/wf_935743ad-7ff/agent-a1ba5d965bdb13f76
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			20790	2804	96	11	workflows/wf_935743ad-7ff/agent-a1e71705dfd872acc
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			21985	34	98	6	workflows/wf_935743ad-7ff/agent-a1fb9af0ab0fc26bf
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:silent-failure-hunter	claude-opus-5	xhigh			98694	5295	801	29	workflows/wf_935743ad-7ff/agent-a33f3cd121fd6d447
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			152571	8120	584	51	workflows/wf_935743ad-7ff/agent-a36dc5d295318a9ed
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:type-design-analyzer	claude-sonnet-5	xhigh			120187	166	436	31	workflows/wf_935743ad-7ff/agent-a409973e3314ae4db
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			23313	1176	59	6	workflows/wf_935743ad-7ff/agent-a4c6ab3f6b9a20df7
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			18524	243	55	7	workflows/wf_935743ad-7ff/agent-a81bb6b51aac30def
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			25133	1478	126	10	workflows/wf_935743ad-7ff/agent-a88daaa723bdd7cad
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			143356	4880	617	43	workflows/wf_935743ad-7ff/agent-a8f7923137d9b018f
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			16454	6	76	3	workflows/wf_935743ad-7ff/agent-a9da970e6d751a22e
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			28613	617	96	9	workflows/wf_935743ad-7ff/agent-abdba32c4819a1943
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			16796	33	82	5	workflows/wf_935743ad-7ff/agent-abe1d780a15c2a9c3
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				27070	1390	37	7	workflows/wf_935743ad-7ff/agent-ae0d947d984158deb
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			94729	3496	681	39	workflows/wf_935743ad-7ff/agent-ae5507c64d491af51
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			31406	3487	116	12	workflows/wf_935743ad-7ff/agent-af5379a092d43d11f
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			35105	360	36	4	workflows/wf_9b35d21b-be6/agent-a07096d7d2dfbad50
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			59333	1786	317	20	workflows/wf_9b35d21b-be6/agent-a0f2242a0725d7062
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				27918	1102	50	10	workflows/wf_9b35d21b-be6/agent-a15bd5ef82e573b4f
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			17336	477	41	4	workflows/wf_9b35d21b-be6/agent-a6cc27ee70de2ca98
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			41979	20	176	7	workflows/wf_9b35d21b-be6/agent-ae0daac62dc690c1d
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			82813	765	317	26	workflows/wf_9b35d21b-be6/agent-af72a6efb3a7bfbc6
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			92686	885	452	34	workflows/wf_bf91680a-972/agent-a613bbcd0556ee6f2
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				28027	14	42	6	workflows/wf_bf91680a-972/agent-ab7983544ce1ea010
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			76880	3561	396	36	workflows/wf_bf91680a-972/agent-ad6f8658a64ff8742
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			65753	2698	506	20	workflows/wf_bf91680a-972/agent-af466b60c65f68365
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			96280	3705	365	30	workflows/wf_dbd6310e-012/agent-a160450a0a0a0d9ee
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				11564	837	28	2	workflows/wf_dbd6310e-012/agent-a2231b14e01e2ff3c
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			96030	4945	605	34	workflows/wf_dbd6310e-012/agent-a4bf2b3cc038a4efc
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			123818	4522	518	26	workflows/wf_dbd6310e-012/agent-a51f600839a0e5d5b
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			26480	1571	49	3	workflows/wf_dbd6310e-012/agent-a5468e0ff741d502e
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			29356	534	186	6	workflows/wf_dbd6310e-012/agent-aae13799f7ad6e48e
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			38179	666	22	3	workflows/wf_dbd6310e-012/agent-abd13fbdef0974a39
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			20535	754	58	7	workflows/wf_dbd6310e-012/agent-abdf464ed9cdc7d2a
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			35234	1045	200	8	workflows/wf_dbd6310e-012/agent-af2104989f9a4e82c
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			29270	12	31	3	workflows/wf_dbd6310e-012/agent-aff0fc6efa2a35150
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			23280	569	376	13	workflows/wf_fb5f0bd5-4d1/agent-a10f54babea26e60e
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			28762	167	99	8	workflows/wf_fb5f0bd5-4d1/agent-a15e99ec217721d30
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:type-design-analyzer	claude-sonnet-5	xhigh			79893	193	499	35	workflows/wf_fb5f0bd5-4d1/agent-a23033876b2309c36
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-simplifier	claude-opus-5	xhigh			95833	3197	883	34	workflows/wf_fb5f0bd5-4d1/agent-a31b5029d610d3995
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			17946	12	30	4	workflows/wf_fb5f0bd5-4d1/agent-a4803d4839a3bfdd3
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			50331	3529	301	22	workflows/wf_fb5f0bd5-4d1/agent-a65d03abdd0010d20
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-haiku-4-5-20251001				29870	1356	59	10	workflows/wf_fb5f0bd5-4d1/agent-a7076e94d7205c26e
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			42719	56	81	7	workflows/wf_fb5f0bd5-4d1/agent-a74e5da99490fa0c5
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			20656	273	182	7	workflows/wf_fb5f0bd5-4d1/agent-a7ca07b090af7246f
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			135344	6530	1294	32	workflows/wf_fb5f0bd5-4d1/agent-a964cd75a6c34c0d7
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			126098	11196	776	48	workflows/wf_fb5f0bd5-4d1/agent-aa5287134425f07cb
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:silent-failure-hunter	claude-opus-5	xhigh			92801	12246	1107	28	workflows/wf_fb5f0bd5-4d1/agent-aa868e5fbc430e02b
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			35099	1461	79	12	workflows/wf_fb5f0bd5-4d1/agent-abdfd24fe006e5bf3
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			27183	109	211	11	workflows/wf_fb5f0bd5-4d1/agent-acc3c9d9301f55cba
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			132594	4014	637	37	workflows/wf_fb5f0bd5-4d1/agent-accaf1864f846388c
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			22872	42	254	8	workflows/wf_fb5f0bd5-4d1/agent-ad7150d3def621e3a
97c6b9dd-cd1a-408e-89a7-8fe4ed4110ef	2026-08-25	specialist	workflow-subagent	claude-opus-5	low			20737	1116	141	5	workflows/wf_fb5f0bd5-4d1/agent-af7a002e9b886c336
97d2ba1e-460b-423a-8cc5-2cbf005742c7	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				26757	3540	58	5	agent-a4a1a85680955ed75
97d2ba1e-460b-423a-8cc5-2cbf005742c7	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				18926	2179	35	5	agent-a70fa9217ce15137d
97d2ba1e-460b-423a-8cc5-2cbf005742c7	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				5248	522	8	2	agent-a72d4ae7fb5edc171
97d2ba1e-460b-423a-8cc5-2cbf005742c7	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				11833	2000	54	6	agent-a9e0992047ef1498a
97d2ba1e-460b-423a-8cc5-2cbf005742c7	2026-08-11	memory	memory-housekeeper	claude-opus-5	xhigh			56228	8452	163	6	agent-abbae70b7c1cb1981
97d2ba1e-460b-423a-8cc5-2cbf005742c7	2026-08-11	memory	memory-housekeeper	claude-opus-5	xhigh			52048	9174	179	7	agent-ad008ba8a0746b2f0
97f506cf-b155-4512-92ea-fead5beca3df	2026-07-30	memory	memory-housekeeper	claude-opus-5	xhigh			63995	14304	266	9	agent-add127ff23ac90463
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			42364	1674	385	19	agent-a04486c742abf38b0
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			51138	1365	130	9	agent-a12266d044d12bb8e
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			49508	1692	374	19	agent-a312f9dbff2520c17
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	memory	memory-proxy	claude-haiku-4-5-20251001				25890	8	114	4	agent-a4bad28bde58ee580
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			38608	3101	427	18	agent-a4c203d5a7077f89a
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			36952	2472	220	12	agent-a4c7e6e3d2b955afc
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			41548	864	169	13	agent-a516827bb63635c52
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			44507	3711	200	12	agent-a5883378eb54c09ab
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			67979	5067	435	15	agent-a5e4292026b87217e
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	memory	memory-housekeeper	claude-opus-5	high			72758	24	183	11	agent-a62a80f84819125d0
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	memory	memory-proxy	claude-haiku-4-5-20251001				20321	2290	54	4	agent-a6f97c78e4132ca07
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			51178	6861	562	24	agent-a799e2baf396a6995
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	memory	memory-proxy	claude-haiku-4-5-20251001				22243	5	65	5	agent-a90517e247a6fed94
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			49848	1980	433	20	agent-a95a08806a7465f2e
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	general-purpose	claude-opus-5	high			39945	1858	280	20	agent-aafbe7e46b65dacb8
9a9e84ef-bbd2-4686-bf10-cd2bcba8e3ac	2026-08-28	specialist	are-we-going	claude-opus-5	high			3120	775	11	2	agent-aare-we-going-7e63c24914f08607
